timestamp_ms,image_path,detected_label,chosen_label,score,mode
1780578398755,collected_labels\player\1780578398755_player.png,player_hit,player,0.7940694689750671,manual_label
1780578401123,collected_labels\close_door\1780578401123_close_door.png,walls_room,close_door,0.7769958972930908,manual_label
1780578602670,collected_labels\walls_room\1780578602670_walls_room.png,enemy,walls_room,0.8215424418449402,manual_label
1780579294530,collected_labels\_rejected\1780579294530_rejected.png,player_hit,rejected,0.8539510369300842,rejected
1780579314908,collected_labels\bullets_player\1780579314908_bullets_player.png,bullets_player,bullets_player,0.9409029483795166,manual_label
1780579315933,collected_labels\bullets_player\1780579315933_bullets_player.png,bullets_enemy,bullets_player,0.9223476052284241,manual_label
1780579316895,collected_labels\bullets_player\1780579316895_bullets_player.png,bullets_player,bullets_player,0.8283877372741699,manual_label
1780579322335,collected_labels\_skipped\1780579322335_skipped.png,player_hit,skipped,0.8251588344573975,skipped
1780579326562,collected_labels\close_door\1780579326562_close_door.png,walls_room,close_door,0.8025322556495667,manual_label
1780579331885,collected_labels\_skipped\1780579331885_skipped.png,bullets_player,skipped,0.7832936644554138,skipped
1780579332923,collected_labels\_skipped\1780579332923_skipped.png,bullets_player,skipped,0.774337112903595,skipped
1780579333945,collected_labels\_skipped\1780579333945_skipped.png,bullets_player,skipped,0.7719112038612366,skipped
1780579334695,collected_labels\_skipped\1780579334695_skipped.png,bullets_player,skipped,0.7697102427482605,skipped
1780579337485,collected_labels\_skipped\1780579337485_skipped.png,player_hit,skipped,0.7662827968597412,skipped
1780579338257,collected_labels\_skipped\1780579338257_skipped.png,bullets_player,skipped,0.7647102475166321,skipped
1780579338836,collected_labels\_skipped\1780579338836_skipped.png,bullets_player,skipped,0.761154294013977,skipped
1780579342546,collected_labels\walls_room\1780579342546_walls_room.png,close_door,walls_room,0.7520728707313538,manual_label
1780579344947,collected_labels\_skipped\1780579344947_skipped.png,enemy,skipped,0.751070499420166,skipped
1780579349803,collected_labels\close_door\1780579349803_close_door.png,close_door,close_door,0.7464919090270996,manual_label
1780579351145,collected_labels\_skipped\1780579351145_skipped.png,bullets_enemy,skipped,0.7364890575408936,skipped
1780579354565,collected_labels\walls_room\1780579354565_walls_room.png,walls_room,walls_room,0.7352341413497925,manual_label
1780579357973,collected_labels\ground\1780579357973_ground.png,obstacles,ground,0.7342250347137451,manual_label
1780579359906,collected_labels\_skipped\1780579359906_skipped.png,bullets_enemy,skipped,0.7256510853767395,skipped
1780579361134,collected_labels\_skipped\1780579361134_skipped.png,bullets_enemy,skipped,0.725627601146698,skipped
1780579361780,collected_labels\_skipped\1780579361780_skipped.png,bullets_enemy,skipped,0.7237930297851562,skipped
1780579384105,collected_labels\ground\1780579384105_ground.png,close_door,ground,0.7204479575157166,manual_label
1780579385385,collected_labels\ground\1780579385385_ground.png,bullets_enemy,ground,0.7119575142860413,manual_label
1780579385937,collected_labels\ground\1780579385937_ground.png,bullets_enemy,ground,0.7051220536231995,manual_label
1780579386613,collected_labels\ground\1780579386613_ground.png,bullets_enemy,ground,0.7000426650047302,manual_label
1780579389489,collected_labels\ground\1780579389489_ground.png,bullets_player,ground,0.9464281797409058,manual_label
1780579392024,collected_labels\bullets_player\1780579392024_bullets_player.png,bullets_player,bullets_player,0.9435691237449646,manual_label
1780579392764,collected_labels\bullets_player\1780579392764_bullets_player.png,bullets_enemy,bullets_player,0.9259578585624695,manual_label
1780579393477,collected_labels\bullets_player\1780579393477_bullets_player.png,bullets_enemy,bullets_player,0.9255527257919312,manual_label
1780579395476,collected_labels\_skipped\1780579395476_skipped.png,player_hit,skipped,0.8566743731498718,skipped
1780579397840,collected_labels\_skipped\1780579397840_skipped.png,player_hit,skipped,0.8520535826683044,skipped
1780579400421,collected_labels\ground\1780579400421_ground.png,player_hit,ground,0.847637414932251,manual_label
1780579402423,collected_labels\walls_room\1780579402423_walls_room.png,walls_room,walls_room,0.8321157097816467,manual_label
1780579403761,collected_labels\ground\1780579403761_ground.png,obstacles,ground,0.8041975498199463,manual_label
1780579407907,collected_labels\_skipped\1780579407907_skipped.png,enemy,skipped,0.7772091031074524,skipped
1780579411300,collected_labels\walls_room\1780579411300_walls_room.png,walls_room,walls_room,0.7647634148597717,manual_label
1780579416373,collected_labels\obstacles\1780579416373_obstacles.png,enemy,obstacles,0.7581692934036255,manual_label
1780579420648,collected_labels\walls_room\1780579420648_walls_room.png,enemy,walls_room,0.7563406825065613,manual_label
1780579423871,collected_labels\_skipped\1780579423871_skipped.png,bullets_player,skipped,0.7545380592346191,skipped
1780579432896,collected_labels\_skipped\1780579432896_skipped.png,bullets_player,skipped,0.7495967745780945,skipped
1780579439019,collected_labels\walls_room\1780579439019_walls_room.png,enemy,walls_room,0.7488220930099487,manual_label
1780579440951,collected_labels\ground\1780579440951_ground.png,bullets_player,ground,0.743291974067688,manual_label
1780579444536,collected_labels\obstacles\1780579444536_obstacles.png,enemy,obstacles,0.7336043119430542,manual_label
1780579450917,collected_labels\walls_room\1780579450917_walls_room.png,close_door,walls_room,0.7326664328575134,manual_label
1780579452476,collected_labels\walls_room\1780579452476_walls_room.png,obstacles,walls_room,0.7225428819656372,manual_label
1780579454069,collected_labels\ground\1780579454069_ground.png,bullets_enemy,ground,0.7161640524864197,manual_label
1780579457709,collected_labels\obstacles\1780579457709_obstacles.png,obstacles,obstacles,0.7074416279792786,manual_label
1780579473406,collected_labels\ground\1780579473406_ground.png,bullets_player,ground,0.7068099975585938,manual_label
1780579476845,collected_labels\obstacles\1780579476845_obstacles.png,player_hit,obstacles,0.7024512887001038,manual_label
1780579479704,collected_labels\obstacles\1780579479704_obstacles.png,enemy,obstacles,0.8745392560958862,manual_label
1780579490920,collected_labels\ground\1780579490920_ground.png,player_hit,ground,0.8408215045928955,manual_label
1780579491690,collected_labels\ground\1780579491690_ground.png,player_hit,ground,0.8365636467933655,manual_label
1780579492678,collected_labels\ground\1780579492678_ground.png,enemy,ground,0.8270467519760132,manual_label
1780579498642,collected_labels\walls_room\1780579498642_walls_room.png,enemy,walls_room,0.7935462594032288,manual_label
1780579507511,collected_labels\enemy\1780579507511_enemy.png,bullets_enemy,enemy,0.7753037214279175,manual_label
1780579509271,collected_labels\enemy\1780579509271_enemy.png,bullets_player,enemy,0.7564652562141418,manual_label
1780579519554,collected_labels\ground\1780579519554_ground.png,opened_door,ground,0.7407963275909424,manual_label
1780579523583,collected_labels\obstacles\1780579523583_obstacles.png,opened_door,obstacles,0.7325292825698853,manual_label
1780579526450,collected_labels\opened_door\1780579526450_opened_door.png,close_door,opened_door,0.7146257162094116,manual_label
1780579528783,collected_labels\walls_room\1780579528783_walls_room.png,close_door,walls_room,0.7125657796859741,manual_label
1780579531211,collected_labels\_skipped\1780579531211_skipped.png,bullets_player,skipped,0.7026473879814148,skipped
1780579534054,collected_labels\_skipped\1780579534054_skipped.png,player_hit,skipped,0.8567609786987305,skipped
1780579535770,collected_labels\_skipped\1780579535770_skipped.png,player_hit,skipped,0.8393434882164001,skipped
1780579538553,collected_labels\walls_room\1780579538553_walls_room.png,walls_room,walls_room,0.8073937296867371,manual_label
1780579542632,collected_labels\_rejected\1780579542632_rejected.png,enemy,rejected,0.7777115106582642,rejected
1780579544206,collected_labels\_rejected\1780579544206_rejected.png,bullets_player,rejected,0.7661205530166626,rejected
1780579545217,collected_labels\_rejected\1780579545217_rejected.png,bullets_enemy,rejected,0.7489254474639893,rejected
1780579547862,collected_labels\_rejected\1780579547862_rejected.png,bullets_player,rejected,0.7441848516464233,rejected
1780579549533,collected_labels\_rejected\1780579549533_rejected.png,bullets_player,rejected,0.728897750377655,rejected
1780579553863,collected_labels\walls_room\1780579553863_walls_room.png,close_door,walls_room,0.7158576250076294,manual_label
1780579555481,collected_labels\ground\1780579555481_ground.png,bullets_player,ground,0.7000914216041565,manual_label
1780579565509,collected_labels\obstacles\1780579565509_obstacles.png,enemy,obstacles,0.9015396237373352,manual_label
1780579568250,collected_labels\obstacles\1780579568250_obstacles.png,player_hit,obstacles,0.8584116697311401,manual_label
1780579570214,collected_labels\_rejected\1780579570214_rejected.png,player_hit,rejected,0.8566530346870422,rejected
1780579571866,collected_labels\_rejected\1780579571866_rejected.png,player_hit,rejected,0.8521648049354553,rejected
1780579573254,collected_labels\ground\1780579573254_ground.png,obstacles,ground,0.814046323299408,manual_label
1780579574643,collected_labels\_rejected\1780579574643_rejected.png,bullets_player,rejected,0.7607227563858032,rejected
1780579575607,collected_labels\_rejected\1780579575607_rejected.png,bullets_enemy,rejected,0.7564589977264404,rejected
